"structure_number","year0","year1","deck0","deck1"
"16553 002C00280",2016,2017,"7","7"
"09667 064 02327",2016,2017,"6","6"
"17064 001C29705",2016,2017,"6","6"
"13514L002 00683",2016,2017,"7","7"
"17124 000000000",2016,2017,"6","6"
"13520 064 02112",2016,2017,"6","6"
"13521 064 02087",2016,2017,"6","6"
"16526 001 30759",2016,2017,"6","6"
"16534 001C30322",2016,2017,"6","6"
"02163A002 00673",2016,2017,"5","5"
"16506 001C30686",2016,2017,"7","7"
"16509 02W 00184",2016,2017,"6","6"
"18940 02W 01000",2016,2017,"6","6"
"08997 001 30493",2016,2017,"7","7"
"09000 001 30468",2016,2017,"7","7"
"09002 001 30443",2016,2017,"6","6"
"09007 001 30418",2016,2017,"7","7"
"09011 001 30398",2016,2017,"7","7"
"06895 01W 00167",2016,2017,"6","6"
"06895R026 00002",2016,2017,"5","6"
"06896 01W 00161",2016,2017,"6","6"
"09012 001 30388",2016,2017,"6","6"
"07498A002 01339",2016,2017,"6","6"
"09015A001 30686",2016,2017,"6","6"
"01185A003 00400",2016,2017,"7","7"
"08692 002 03712",2016,2017,"7","7"
"09711 064 01680",2016,2017,"7","7"
"09711A064 01680",2016,2017,"7","7"
"02529 061 00332",2016,2017,"6","6"
"02641A02W 01077",2016,2017,"7","7"
"08958D061 00352",2016,2017,"6","6"
"01726 120 00038",2016,2017,"6","6"
"01740 02W 01319",2016,2017,"7","7"
"07089A002 01303",2016,2017,"6","6"
"08958E001C30306",2016,2017,"5","6"
"07108A125 02193",2016,2017,"6","6"
"09268A02W 00121",2016,2017,"5","5"
"09268B02W 00117",2016,2017,"5","5"
"09268E02W 00146",2016,2017,"5","5"
"16302 064 01982",2016,2017,"7","7"
"05054 026 00077",2016,2017,"6","6"
"06924 002 04027",2016,2017,"6","6"
"06945 002 01782",2016,2017,"7","7"
"06945A002 01782",2016,2017,"8","8"
"17176 001C29721",2016,2017,"5","5"
"17208 002 01443",2016,2017,"7","7"
"08882 001 30592",2016,2017,"6","6"
"08883 001 30622",2016,2017,"6","6"
"16510 02W 00174",2016,2017,"7","7"
"16511 02WC00170",2016,2017,"6","6"
"09254F061C00152",2016,2017,"7","7"
"09254G061C00114",2016,2017,"7","7"
"09254H061C00118",2016,2017,"6","6"
"09255 061 00139",2016,2017,"6","6"
"02176A002 03512",2016,2017,"5","5"
"09268 061 00310",2016,2017,"6","5"
"02193B002 03783",2016,2017,"6","6"
"20651 001 00000",2016,2017,"7","7"
"02176 002 03512",2016,2017,"5","5"
"08958F061 00352",2016,2017,"6","6"
"08958G061 00352",2016,2017,"6","6"
"13522 064 02062",2016,2017,"6","6"
"13523 064 02057",2016,2017,"6","6"
"13516 002 00582",2016,2017,"6","6"
"13516A064 02159",2016,2017,"7","7"
"13516C064C02151",2016,2017,"6","6"
"13516D064C02159",2016,2017,"6","6"
"13527 064 02005",2016,2017,"6","6"
"13528 064 01962",2016,2017,"6","6"
"13528A064C01963",2016,2017,"6","6"
"13531 064 01912",2016,2017,"7","7"
"13533 064 01862",2016,2017,"7","7"
"13516F064C02138",2016,2017,"7","7"
"13516G064C02119",2016,2017,"6","6"
"02097 01E 00159",2016,2017,"6","6"
"13537 064 01811",2016,2017,"6","6"
"13538 064 01780",2016,2017,"6","6"
"13538A064 01780",2016,2017,"6","6"
"13540 064 01743",2016,2017,"6","6"
"13540A064 01743",2016,2017,"6","6"
"13541 064 01722",2016,2017,"6","6"
"08437 001 29655",2016,2017,"4","4"
"08958H061 00388",2016,2017,"6","6"
"08591A061C00109",2016,2017,"6","6"
"N8588E001 30170",2016,2017,"6","6"
"N8958A001 30299",2016,2017,"5","5"
"R2163A002 00659",2016,2017,"6","6"
"R7025B002C00202",2016,2017,"6","6"
"08591B001C30046",2016,2017,"6","6"
"08591C001 30010",2016,2017,"6","6"
"08591D001 30012",2016,2017,"6","6"
"R7026A059 00182",2016,2017,"6","6"
"R7040A01EX00022",2016,2017,"6","6"
"R8588E001 30150",2016,2017,"6","6"
"S8588E001 30170",2016,2017,"6","6"
"S8958A001 30299",2016,2017,"5","6"
"02682 002 03360",2016,2017,"N","N"
"08589A001 30150",2016,2017,"5","5"
"08589B001 30150",2016,2017,"5","5"
"08589C001 30150",2016,2017,"5","5"
"08589D001 30150",2016,2017,"5","5"
"08470 002C02211",2016,2017,"6","6"
"08470R002C02210",2016,2017,"6","6"
"08590C001 30069",2016,2017,"5","5"
"08590D001 30068",2016,2017,"7","7"
"08590Y001C30068",2016,2017,"7","7"
"09377 002 04196",2016,2017,"7","7"
"09382 002 04131",2016,2017,"7","7"
"02194A002 03898",2016,2017,"5","5"
"02733B01WX00052",2016,2017,"6","6"
"02733C01WX00014",2016,2017,"6","6"
"08958I061 00388",2016,2017,"6","6"
"09555 064 02632",2017,2018,"6","6"
"08583 001 30199",2016,2017,"6","6"
"08588A002 00024",2016,2017,"5","5"
"08591E061 00053",2016,2017,"6","6"
"08588B002 00002",2016,2017,"5","5"
"08588C002 00020",2016,2017,"4","4"
"08588D001 30150",2016,2017,"6","6"
"13541A064 01722",2016,2017,"6","6"
"21816002BM_0169",2016,2017,"8","8"
"13507 064 02475",2017,2018,"7","7"
"13507A064 02475",2017,2018,"7","7"
"13507B064C02479",2017,2018,"7","7"
"13541 064 01722",2017,2018,"6","6"
"13514B002C00672",2017,2018,"7","6"
"13514C064 02271",2017,2018,"5","5"
"13514D002C00664",2017,2018,"5","5"
"13514E002C00676",2017,2018,"6","6"
"13541A064 01722",2017,2018,"6","6"
"13514F002 00694",2017,2018,"6","6"
"13514H002 00660",2017,2018,"5","5"
"13514I064 02224",2017,2018,"6","6"
"13514L002 00683",2017,2018,"7","7"
"13516 002 00582",2017,2018,"6","6"
"13540 064 01743",2017,2018,"6","6"
"13540A064 01743",2017,2018,"6","6"
"20855 002 03898",2017,2018,"7","7"
"20878 002 01768",2016,2017,"8","8"
"20879 002 01782",2016,2017,"6","6"
"20788 001 29824",2016,2017,"8","8"
"08573 001 30253",2016,2017,"6","6"
"08574 001 30243",2016,2017,"6","6"
"08575 001 30229",2016,2017,"6","6"
"08575Q001 30233",2016,2017,"6","6"
"08575R001 30235",2016,2017,"6","6"
"08322 01W 00526",2017,2018,"6","6"
"08958E001C30306",2017,2018,"6","6"
"08958F061 00352",2017,2018,"6","6"
"08958G061 00352",2017,2018,"6","6"
"08958H061 00388",2017,2018,"6","6"
"08958I061 00388",2017,2018,"6","6"
"13516G064C02119",2017,2018,"6","6"
"13520 064 02112",2017,2018,"6","6"
"13521 064 02087",2017,2018,"6","6"
"13522 064 02062",2017,2018,"6","6"
"13523 064 02057",2017,2018,"6","6"
"13527 064 02005",2017,2018,"6","6"
"13528 064 01962",2017,2018,"6","6"
"13528A064C01963",2017,2018,"6","6"
"13516A064 02159",2017,2018,"7","7"
"13531 064 01912",2017,2018,"7","7"
"13533 064 01862",2017,2018,"7","7"
"13537 064 01811",2017,2018,"6","6"
"13538 064 01780",2017,2018,"6","6"
"13538A064 01780",2017,2018,"6","6"
"20651 001 00000",2017,2018,"7","7"
"08392C001C29717",2017,2018,"7","7"
"09159 061C00078",2017,2018,"6","6"
"09280 061 00233",2017,2018,"6","5"
"09281 061 00220",2017,2018,"6","6"
"16926 01E 00440",2017,2018,"6","6"
"17213 002 01522",2017,2018,"7","7"
"07981A002 00182",2017,2018,"6","6"
"16358 001C30298",2017,2018,"7","7"
"08392D001C29709",2017,2018,"5","5"
"08401B068C00037",2017,2018,"6","6"
"08402 123 01041",2017,2018,"6","6"
"08995C01EX00592",2017,2018,"6","6"
"09160 061 00109",2017,2018,"5","5"
"09161 061 00118",2017,2018,"7","7"
"09268S061 00284",2017,2018,"5","5"
"09268W061 00284",2017,2018,"5","5"
"09276 061 00245",2017,2018,"7","6"
"09277 061 00235",2017,2018,"6","6"
"09278 061 00225",2017,2018,"6","6"
"09279 061 00233",2017,2018,"6","5"
"01726 120 00038",2017,2018,"6","6"
"01740 02W 01319",2017,2018,"7","6"
"21629 026 00160",2017,2018,"7","6"
"07999 068 00226",2017,2018,"6","6"
"07999C068 00243",2017,2018,"7","7"
"09316A001 30670",2017,2018,"6","6"
"09249T061 00197",2017,2018,"6","6"
"09667 064 02327",2017,2018,"6","6"
"09282 061 00214",2017,2018,"6","6"
"09282A061 00212",2017,2018,"6","6"
"13516C064C02151",2017,2018,"6","6"
"13516D064C02159",2017,2018,"6","6"
"13516F064C02138",2017,2018,"7","7"
"16553 002C00280",2017,2018,"7","6"
"17064 001C29705",2017,2018,"6","6"
"01377A001 30838",2017,2018,"5","5"
"01377C01EX00441",2017,2018,"5","5"
"08692 002 03712",2017,2018,"7","7"
"08037 002C02503",2017,2018,"6","6"
"09283 061 00207",2017,2018,"7","7"
"09284 061 00202",2017,2018,"7","7"
"07758C01W 00740",2017,2018,"6","6"
"02163A002 00673",2017,2018,"5","5"
"16526 001 30759",2017,2018,"6","6"
"16534 001C30322",2017,2018,"6","6"
"16535 001C30309",2017,2018,"6","6"
"16055 064 02434",2017,2018,"7","7"
"16055A064 02433",2017,2018,"7","7"
"17082 01EC00450",2017,2018,"7","7"
"17107 001C30731",2017,2018,"7","7"
"17108 001C30734",2017,2018,"7","7"
"16506 001C30686",2017,2018,"7","7"
"16188 064 02525",2017,2018,"6","6"
"08996 123 00533",2017,2018,"7","7"
"08997 001 30493",2017,2018,"7","7"
"09000 001 30468",2017,2018,"7","7"
"09002 001 30443",2017,2018,"6","6"
"09007 001 30418",2017,2018,"7","7"
"09011 001 30398",2017,2018,"7","7"
"09012 001 30388",2017,2018,"6","6"
"09015A001 30686",2017,2018,"6","6"
"17124 000000000",2017,2018,"6","6"
"09249 061C00113",2017,2018,"6","6"
"09711 064 01680",2017,2018,"7","7"
"09711A064 01680",2017,2018,"7","7"
"08958 061 00358",2017,2018,"6","6"
"02014A02W 01123",2017,2018,"6","6"
"17176 001C29721",2017,2018,"5","5"
"09391 047 07341",2017,2018,"6","6"
